"ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","menuWebUrl","webUrl","description","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","rawRanking","latitude","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","category","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","website","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","type","image","rankingDenominator","localAddress","phone","isLongClosed","rankingPosition","rankingString","priceRange","photoCount","address","name","isClosed","establishmentTypes/0","establishmentTypes/1","establishmentTypes/2","numberOfReviews","email","longitude","neighborhoodLocations/0/id","neighborhoodLocations/0/name","locationString","priceLevel","subcategories/0","rating","localName","openNowText","id"
"3","0","2","1","3","https://www.javahouseafrica.com/our-menu/","https://www.tripadvisor.com/Restaurant_Review-g294207-d14109896-Reviews-Java_House-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.9346699714660645","-1.298387",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,"Diner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Ngong Road","Junction Mall","http://www.javahouseafrica.com",,,,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/17/2c/0d/fa/java-house.jpg","833",,"+254 725 783402","false","780","#780 of 1,048 places to eat in Nairobi","KES 22,235 - KES 222,354","3","Ngong Road Junction Mall, Nairobi Kenya","Java House","false","Restaurants",,,"9",,"36.76185",,,"Nairobi","$","Café","3","",,"14109896"
"0","0","2","1","0","http://cakesandmuffins.co.ke/food/food-menu","https://www.tripadvisor.com/Restaurant_Review-g294207-d7316597-Reviews-Cakes_and_Muffin_House-Nairobi.html",,,"Africa/Nairobi",,,,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"3.0100626945495605","-1.29854",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner",,,,"Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Ngong Rd","Friends Church Compound","http://cakesandmuffins.co.ke/","Breakfast","Lunch","Dinner",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/1b/de/37/22/love-at-first-bite.jpg","833",,"+254 724 693103","false","721","#721 of 1,048 places to eat in Nairobi",,"5","Ngong Rd Friends Church Compound, Nairobi Kenya","Cakes and Muffin House","false","Bakeries","Dessert",,"3","info@cakesandmuffins.co.ke","36.76302",,,"Nairobi","$$ - $$$",,"3.5","","Closed Now","7316597"
"0","2","3","15","6",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d941045-Reviews-Azalea-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.1283421516418457","-1.29371","Reservations","Seating","Takeout","Wheelchair Accessible","Serves Alcohol",,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Dinner","Late Night",,,,,"Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00800",,"Komo Lane","Near Yaya","https://www.facebook.com/Azalea-Caribea-Bar-and-Restaurant-204752949555214/","Dinner","Late Night",,,,,"RESTAURANT",,"833",,"+254 706 363211","false","310","#310 of 1,048 places to eat in Nairobi",,"0","Komo Lane Near Yaya, Nairobi 00800 Kenya","Azalea","false","Restaurants",,,"26","atul@caribea.co.ke","36.786068",,,"Nairobi","$$ - $$$","Sit down","4","",,"941045"
"19","12","30","46","14",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d2312822-Reviews-KFC-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.033066511154175","-1.298201","Takeout","Seating","Wheelchair Accessible","Delivery",,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,,,"American","Fast Food",,,,,,,,,,,,,,"Burger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","",,"Ngong Road","The Junction Shopping Mall","http://www.kfk.co.ke",,,,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/07/b4/e8/54/kfc.jpg","833",,"+254 709 768000","false","611","#611 of 1,048 places to eat in Nairobi",,"22","Ngong Road The Junction Shopping Mall, Nairobi Kenya","KFC","false","Quick Bites",,,"121","kfcjunction@kfk.co.ke","36.76245",,,"Nairobi","$$ - $$$","Sit down","3","",,"2312822"
"0","0","0","0","4",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d26516873-Reviews-JooSmoo-Nairobi.html","A great vibes eatery with delicious, creamy non-dairy smoothies, fantastic healthy salads, sandwiches and refreshing sugar-free cold pressed juices. Vegan friendly and gluten-free foods and drinks.",,"Africa/Nairobi","840","540",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"900","420",,,,,"3.1468944549560547","-1.301861","Delivery","Takeout","Outdoor Seating","Parking Available","Accepts Mastercard","Accepts Visa","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner","Brunch",,,"Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"At Alpha Fit, Ngong Rd, Next To Ligi Ndogo Grounds",,"https://joosmoo.com/","Breakfast","Lunch","Dinner","Brunch",,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-w/2a/10/9b/58/soup.jpg","833",,"+254 758 327840","false","280","#280 of 1,048 places to eat in Nairobi",,"48","At Alpha Fit, Ngong Rd, Next To Ligi Ndogo Grounds, Nairobi Kenya","JooSmoo","false","Restaurants",,,"4","joosmoocafe@gmail.com","36.77252",,,"Nairobi",,,"5","","Closed Now","26516873"
"15","18","33","114","81","http://www.mediterraneorestaurant.co.ke","https://www.tripadvisor.com/Restaurant_Review-g294207-d950947-Reviews-Mediterraneo-Nairobi.html","Mediterraneo Ristorante at The Junction is a secluded yet lively spot, bringing the shopping centre's vibrant, modern atmosphere together with a quaint Italian décor and - of course - excellent food. This branch features two floors, each with al fresco dining areas, perfect for a quick lunch, a long meal to catch up with friends or a romantic evening date. Our Junction branch also boasts some unique special offers, allowing you to enjoy more of the authentic Italian experience we strive to recreate.",,"Africa/Nairobi","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"3.506469249725342","-1.29929","Outdoor Seating","Serves Alcohol","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi","Accepts Discover","Takeout","Reservations","Seating","Parking Available","Highchairs Available","Wheelchair Accessible","Full Bar","Accepts Credit Cards",,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Drinks","Late Night",,,"Pizza","Italian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"Pasta","Lasagne","Salad","Risotto","Tiramisu","Salmon","Prawns","Lamb","Pesto","Fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Ngong Road","The Junction Shopping mall","http://www.mediterraneorestaurant.co.ke/","Lunch","Dinner","Drinks","Late Night",,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/1a/23/e6/a7/our-revamped-junction.jpg","833",,"+254 734 845077","false","95","#95 of 1,048 places to eat in Nairobi",,"72","Ngong Road The Junction Shopping mall, Nairobi Kenya","Mediterraneo","false","Restaurants",,,"261","info@mediterraneorestuarant.co.ke","36.79375","20484494","Upper Hill Estate","Nairobi","$$ - $$$","Sit down","4","","Closed Now","950947"
"5","5","10","15","7",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d5038686-Reviews-Subway-Nairobi.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.0428569316864014","-1.29889","Takeout","Wheelchair Accessible","Seating",,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch",,,,,,"American","Fast Food","Vegetarian Friendly",,,,,,,,,,,,,"Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Junction Mall, Ground Floor, Ngong Road",,"https://www.facebook.com/SUBWAYJunctionMall/","Lunch",,,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/0e/59/d1/a8/snapchat-1539732087-largejpg.jpg","833",,"+254 740 022912","false","568","#568 of 1,048 places to eat in Nairobi",,"3","Junction Mall, Ground Floor, Ngong Road, Nairobi Kenya","Subway","false","Restaurants",,,"42",,"36.76261",,,"Nairobi","$","Sit down","3.5","",,"5038686"
"1","0","1","1","4",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d16935753-Reviews-Wings-Nairobi.html",,,"Africa/Nairobi","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1440","660",,,,,"1440","660",,,,,"3.072146415710449","-1.28962",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,"Wings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Westfield Mall, Gitanga Road",,"https://www.facebook.com/WingsKenya/","Lunch","Dinner",,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/17/00/08/32/best-chicken-wings-ever.jpg","833",,"+254 703 213838","false","449","#449 of 1,048 places to eat in Nairobi",,"4","Westfield Mall, Gitanga Road, Nairobi Kenya","Wings","false","Restaurants",,,"7",,"36.76068",,,"Nairobi","$$ - $$$",,"4","","Closed Now","16935753"
"0","4","1","2","25","https://mastertaag.com/fivesensesrestaurant/menu","https://www.tripadvisor.com/Restaurant_Review-g3688711-d15118132-Reviews-Five_Senses_Restaurant-Nairobi_Region.html","Five Senses Restaurant, a family-run French fine dining restaurant serves delightful food in the nature of haute cuisine. The restaurant is on 2nd Floor, Galana Plaza Building,Kilimani Area of Nairobi, a short distance from Yaya Centre Mall. The restaurant's contemporary décor of coral stone-clad pillars, natural plants, and indoor pergola gives an outdoor feel while thoughtfully placed artistic pieces, soft jazz playing in the back ground fosters guests' intimate and lively conversation over Chef Kim’s mouth-watering dishes served by attentive staff. When you can not visit Five Senses Restaurant, Chef Kimani has created healthy, convenient and reasonably priced Take Out food which can be delivered or taken away. In addition, Chef Kimani has created a Tasting Menu that introduces guests to less common menu items with the aim creating experiences for guests. The Tasting Menu is prepared on prior arrangement and can be paired with wine.Please visit https://5senses.co.ke/ for more info.",,"Africa/Nairobi",,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"3.3691980838775635","-1.29182","Reservations","Seating","Takeout","Private Dining","Parking Available","Highchairs Available","Wheelchair Accessible","Full Bar","Wine and Beer","Digital Payments","Free Wifi","Accepts Credit Cards","Live Music","Family style","Non-smoking restaurants","Gift Cards Available",,,,,,"3688711","Nairobi Region","District",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Drinks",,,,"French","Seafood","Mediterranean","Contemporary","Wine Bar","Vegetarian Friendly","Vegan Options",,,,,,,,,"Lamb",,,,,,,,,,,,,,,,,,,,,,,,"Top 3 Reasons to Eat Here","Sponsored by: Five Senses Restaurant","Wow!","https://media-cdn.tripadvisor.com/media/photo-s/22/76/c5/01/nile-perch-served-with.jpg","false","decadent","Read review","1",,"5","833949253","robertwV8066BX","Decadent, delicious food, ","Amazing Food!","https://media-cdn.tripadvisor.com/media/photo-s/1a/13/8c/16/wine-decantation.jpg","true","Amazing Food!","Read review","2",,"5","826712617","Q2171IJDMG","Best cheese cake in Kenya! The chef is a true artist. Fine wine list,","Five Senses indeed!","https://media-cdn.tripadvisor.com/media/photo-s/21/6b/f3/f5/lovely-ambiance-private.jpg","true","Five Senses indeed!","Read review","3",,"5","836102539","lavynne","Would definitely recommend if you’re looking to try a new place","restaurant",,"Kenya","00100",,"Galana Road","2nd Floor, Galana Plaza","http://www.5senses.co.ke/","Lunch","Dinner","Drinks",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/15/bb/fd/jumbo-prawn-lime-and.jpg","4",,"+254 743 274375","false","1","#1 of 7 places to eat in Nairobi Region","KES 5,188 - KES 22,235","112","Galana Road 2nd Floor, Galana Plaza, 00100 Kenya","Five Senses Restaurant","false","Restaurants",,,"32","reservations@5senses.co.ke","36.783287",,,"Nairobi Region","$$ - $$$","Sit down","4.5","","Closed Now","15118132"
"6","2","6","30","53",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d10082726-Reviews-Wasp_and_Sprout-Nairobi.html",,,"Africa/Nairobi","840","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"840","480",,,,,"3.466273307800293","-1.251939","Reservations","Seating","Highchairs Available","Serves Alcohol","Free Wifi",,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Brunch",,,,"Cafe","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"Burger","Salad","Waffles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Loresho Shopping Centre","Loresho Ridge","http://www.waspandsprout.com/","Breakfast","Lunch","Brunch",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/0a/de/48/0f/homey-ambiance.jpg","833",,"+254 799 873422","false","107","#107 of 1,048 places to eat in Nairobi",,"56","Loresho Shopping Centre Loresho Ridge, Nairobi Kenya","Wasp and Sprout","false","Restaurants",,,"97","hello@waspandsprout.com","36.756596",,,"Nairobi","$$ - $$$","Café","4.5","","Closed Now","10082726"
"9","16","36","103","79","https://www.cedarsnairobi.com/menus","https://www.tripadvisor.com/Restaurant_Review-g294207-d941799-Reviews-Cedars-Nairobi.html",,,"Africa/Nairobi","1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"3.535034418106079","-1.288661","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Table Service","Delivery","Television","Highchairs Available","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Accepts Credit Cards","Playgrounds","Dog Friendly","Family style",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Breakfast","Late Night","Drinks",,"Lebanese","Mediterranean","Middle Eastern","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,,,,,,,,"Falafel","Salad","Wings","Hummus","Lamb","Fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","",,"Lenana Road","","http://www.cedarsnairobi.com","Lunch","Dinner","Breakfast","Late Night","Drinks",,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/02/6a/15/09/filename-img-2929-small.jpg","833",,"+254 20 2710399","false","88","#88 of 1,048 places to eat in Nairobi",,"54","Lenana Road, Nairobi Kenya","Cedars","false","Restaurants",,,"243",,"36.79093",,,"Nairobi","$$ - $$$","Sit down","4","","Open Now","941799"
"14","7","23","75","982","https://www.jikoafrica.com/menu","https://www.tripadvisor.com/Restaurant_Review-g294207-d2341395-Reviews-Jiko-Nairobi.html","Jiko, the signature restaurant inspired by African cuisine is a tribute to local farmers; paying homage to crisp flavors and fresh, organic ingredients. Jiko authentically uplifts its inspirations while offering guests the delights of whimsy and fantasy through a playful approach to presentation.",,"Africa/Nairobi","1350","360",,,,,"1350","360",,,,,"1350","360",,,,,"1350","360",,,,,"1350","360",,,,,"1350","360",,,,,"1350","360",,,,,"4.882663249969482","-1.226445","Takeout","Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Valet Parking","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Validated Parking",,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Dinner","Lunch","Late Night","Drinks",,"African","International","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,"Burger","Ribs","Salmon","Prawns","Beef","Lamb","Pork",,,,,,,,,,,,,,,,,,"Top 3 Reasons to Eat Here","Sponsored by: Jiko","African inspired cuisine","https://media-cdn.tripadvisor.com/media/photo-s/22/1e/93/6b/kondoo-mchuzi.jpg","true","food","Read review","1",,"5","829941231","sharitaho","The food was a 10/10","Family Friendly","https://media-cdn.tripadvisor.com/media/photo-s/22/1e/93/68/za-atar-beef-burger.jpg","true","family","Read review","2",,"5","733258414","127wanjiruk","Good service, well cooked delicious meal, ambience is great","Creative Menu","https://media-cdn.tripadvisor.com/media/photo-s/22/1e/94/9d/charcoal-brisket-samosas.jpg","false","services","Read review","3",,"5","830499076","M7503OTceciliap","Great service,well presented food and so tasteful.","restaurant","Nairobi","Kenya","00621",,"Limuru Road","Tribe Hotel The Village Market, Gigiri","http://www.jikoafrica.com","Breakfast","Dinner","Lunch","Late Night","Drinks",,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/22/1e/93/6b/kondoo-mchuzi.jpg","833",,"+254732186601","false","3","#3 of 1,048 places to eat in Nairobi","KES 741 - KES 11,859","453","Limuru Road Tribe Hotel The Village Market, Gigiri, Nairobi 00621 Kenya","Jiko","false","Restaurants",,,"1101","jiko@tribehotel-kenya.com","36.80535","20484492","Highridge","Nairobi","$$$$","Sit down","5","","Closed Now","2341395"
"0","0","0","1","2",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d13662110-Reviews-Planet_Yogurt_Sarit_Centre-Nairobi.html",,,"Africa/Nairobi","1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"3.0541884899139404","-1.29827",,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Parklands Road","Sarit Centre","http://www.planetyogurt.co.ke","Lunch","Dinner",,,,,"RESTAURANT",,"833",,"+254 702 278254","false","510","#510 of 1,048 places to eat in Nairobi",,"0","Parklands Road Sarit Centre, Nairobi Kenya","Planet Yogurt Sarit Centre","false","Restaurants",,,"3","sarit@planetyogurt.co.ke","36.76275",,,"Nairobi",,,"4.5","","Closed Now","13662110"
"5","5","24","87","131","http://www.abyssiniarestaurantnairobi.com/menu/","https://www.tripadvisor.com/Restaurant_Review-g294207-d3794631-Reviews-Abyssinia-Nairobi.html",,,"Africa/Nairobi","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"3.9848644733428955","-1.258031","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Television","Wheelchair Accessible","Serves Alcohol","Full Bar","Table Service",,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Late Night",,,,"African","Ethiopian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"Juice & Smoothies","Beef","Lamb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Brookside Grove","Westlands","http://www.abyssiniarestaurantnairobi.com/","Lunch","Dinner","Late Night",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/15/47/16/e0/photo1jpg.jpg","833",,"+254 725 151515","false","41","#41 of 1,048 places to eat in Nairobi",,"101","Brookside Grove Westlands, Nairobi Kenya","Abyssinia","false","Restaurants",,,"252",,"36.7874",,,"Nairobi","$$ - $$$","Sit down","4.5","","Open Now","3794631"
"0","0","0","0","1",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d26260156-Reviews-Manara_Restaurant-Nairobi.html","Welcome to Manara Restaurant – Nairobi's premier restaurant offering a culinary voyage to the coastal regions of Kenya and the enchanting flavors of Arabia. Nestled in the heart of the vibrant city, Manara combines the rich Swahili and Arabic culinary traditions to create an extraordinary dining experience.",,"Africa/Nairobi","1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"3.0440735816955566","-1.28952","Delivery","Takeout","Private Dining","Seating","Parking Available","Wheelchair Accessible","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Credit Cards","Non-smoking restaurants",,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","African","Barbecue","Contemporary","Arabic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Gitanga Road","Westfield Mall, adjacent to Quickmart Lavington",,"Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/8d/da/bc/chicken-shish-kebabs.jpg","833",,"+254 798 122122","false","559","#559 of 1,048 places to eat in Nairobi",,"5","Gitanga Road Westfield Mall, adjacent to Quickmart Lavington, Nairobi Kenya","Manara Restaurant","false","Restaurants",,,"1","info.manararestaurant@gmail.com","36.75856",,,"Nairobi",,,"5","","Closed Now","26260156"
