"hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","isClosed","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","category","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","establishmentTypes/0","establishmentTypes/1","numberOfReviews","email","website","longitude","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","locationString","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","image","type","rankingDenominator","localAddress","phone","priceLevel","isLongClosed","rating","subcategories/0","ownersTopReasons","rankingPosition","localName","openNowText","rankingString","id","priceRange","photoCount","address","name","menuWebUrl","webUrl","description","rawRanking","latitude"
,,,,,,,,,,,,,,,,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Lunch","Dinner",,,,,"1","3","7","24","20","false","Takeout","Seating",,,,,,,,,,,,,,,,,,,,,,,,"restaurant","African",,,,,,,,"Malindi","Kenya","80200",,"Mama ngina road",,"Restaurants",,"55",,,"40.12643","Lunch","Dinner",,,,,"Malindi, Coast Province",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0f/83/9b/72/caption.jpg","RESTAURANT","40",,,"$","false","4","Sit down",,"10","",,"#10 of 59 places to eat in Malindi","3441343",,"7","Mama ngina road, Malindi 80200 Kenya","Jabreen",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d3441343-Reviews-Jabreen-Malindi_Coast_Province.html",,"3.2854766845703125","-3.22072"
,,,,,,,,,,,,,,,,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Lunch","Dinner",,,,,"3","2","8","23","29","false","Reservations","Seating","Serves Alcohol",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Contemporary","Vegetarian Friendly",,,,,"Malindi","Kenya",,,,,"Restaurants",,"65",,,"40.12631","Lunch","Dinner",,,,,"Malindi, Coast Province",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-s/04/b8/79/77/artistic.jpg","RESTAURANT","40",,,"$$ - $$$","false","4","Sit down",,"8","",,"#8 of 59 places to eat in Malindi","3753211",,"25","Malindi Kenya","White Elephant",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d3753211-Reviews-White_Elephant-Malindi_Coast_Province.html",,"3.3012168407440186","-3.246967"
,"Africa/Nairobi","1380","780","1380","780","1380","780","1380","780","1380","780","1380","780","1380","780",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Lunch","Dinner",,,,,"0","2","1","17","24","false","Reservations","Seating","Parking Available","Wheelchair Accessible","Serves Alcohol","Outdoor Seating","Table Service",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Seafood","Mediterranean","European","Central European","Vegetarian Friendly","Vegan Options",,"Malindi","Kenya","80200",,"Casuarina Rd","Mnarani road","Restaurants",,"44",,"http://www.scorpio-malindi.com","40.12709","Lunch","Dinner",,,,,"Malindi, Coast Province",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/08/0c/d5/a4/scorpio-villass.jpg","RESTAURANT","40",,"+254 42 2120194","$$ - $$$","false","4.5","Sit down",,"6","","Closed Now","#6 of 59 places to eat in Malindi","4004865",,"26","Casuarina Rd Mnarani road, Malindi 80200 Kenya","Scorpio Villas",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d4004865-Reviews-Scorpio_Villas-Malindi_Coast_Province.html",,"3.3865156173706055","-3.22544"
,,,,,,,,,,,,,,,,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Lunch","Dinner",,,,,"4","4","8","18","26","false","Reservations","Seating",,,,,,,,,,,,,,,,,,,,,,,,"restaurant","African","Seafood",,,,,,,"Malindi","Kenya","80200",,,,"Restaurants",,"60",,"http://www.facebook.com/La-citt%C3%A0-doro-di-Napoli-720440464669328","40.17013","Lunch","Dinner",,,,,"Malindi, Coast Province",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/02/32/db/c5/robinson-s-island.jpg","RESTAURANT","40",,"+254 722 900325","$$ - $$$","false","4","Sit down",,"13","",,"#13 of 59 places to eat in Malindi","2356690",,"75","Malindi 80200 Kenya","Mama Guddy's Robinson Island Sanctuary Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d2356690-Reviews-Mama_Guddy_s_Robinson_Island_Sanctuary_Restaurant-Malindi_Coast_Province.html",,"3.246018409729004","-2.90186"
,"Africa/Nairobi","1320","480","1560","480","1320","480","1320","480","1320","480","1560","480","1320","480",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Lunch","Dinner","Brunch",,,,"10","7","36","93","130","false","Reservations","Outdoor Seating","Seating","Parking Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Table Service",,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Seafood","Mediterranean","Barbecue","European","International","Vegetarian Friendly","Malindi","Kenya","80200",,"Casuarina Road",,"Restaurants",,"276",,"http://www.facebook.com/rosadabeachmalindi/","40.126694","Lunch","Dinner","Brunch",,,,"Malindi, Coast Province","Pasta","Pesto","Fish",,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/04/2b/61/cf/la-rosada.jpg","RESTAURANT","40",,"+254 700 501813","$$ - $$$","false","4","Sit down",,"1","","Closed Now","#1 of 59 places to eat in Malindi","2707792",,"83","Casuarina Road, Malindi 80200 Kenya","Rosada Beach Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d2707792-Reviews-Rosada_Beach_Restaurant-Malindi_Coast_Province.html",,"3.804347038269043","-3.244478"
,"Africa/Nairobi","1410","420","1380","420","1410","420","1410","420","1410","420","1410","420","1410","420",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","11","16","38","109","144","false","Television","Serves Alcohol","Reservations","Outdoor Seating","Buffet","Seating","Parking Available","Free off-street parking","Highchairs Available","Wheelchair Accessible","Full Bar","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Cash Only","Accepts Discover","Accepts Credit Cards","Table Service","Free Wifi","Live Music","Jazz Bar","Dog Friendly","Family style","restaurant","Italian","Cafe","Mediterranean","Vegetarian Friendly",,,,,"Malindi","Kenya","80200",,"Lamu Road","Galana Center","Restaurants",,"318","penelope.malindi@gmail.com","https://www.facebook.com/karenmalindi1/","40.117374","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Malindi, Coast Province","Fish",,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/13/de/a7/9c/karen-blixen-malindi.jpg","RESTAURANT","40",,"+254 705144744","$$ - $$$","false","4","Sit down",,"2","","Closes in 15 min","#2 of 59 places to eat in Malindi","1214064","KES 2,965 - KES 5,929","100","Lamu Road Galana Center, Malindi 80200 Kenya","KB Karen Blixen",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d1214064-Reviews-KB_Karen_Blixen-Malindi_Coast_Province.html","The KB Karen Blixen, in the historic square of the Center Galana in Malindi.Bar, Restaurant open for breakfast, open for lunch and dinner from 11am to 11pm.Typical Italian cuisine, swuaili, pizza.","3.765896797180176","-3.20882"
,"Africa/Nairobi","1320","690","1320","690","1320","690","1320","690","1320","690","1320","690","1320","690",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Dinner","Drinks",,,,,"19","14","33","94","128","false","Reservations","Outdoor Seating","Seating","Wheelchair Accessible","Serves Alcohol","Full Bar","Parking Available","Street Parking","Free off-street parking","Highchairs Available","Wine and Beer","Digital Payments","Accepts Credit Cards","Live Music","Jazz Bar","Dog Friendly","Family style","Non-smoking restaurants",,,,,,,,"restaurant","Italian","Pizza","Seafood","Mediterranean","European","Vegetarian Friendly",,,"Malindi","Kenya","80200",,"Mama Ngina Rd, Old Town","","Restaurants",,"288",,"http://www.babymarrowrestaurant.com/","40.126328","Dinner","Drinks",,,,,"Malindi, Coast Province","Pasta","Crab","Lobster","Tuna","Prawns","Pesto","Fish",,"https://media-cdn.tripadvisor.com/media/photo-o/1a/1f/a9/f0/our-amazing-and-quite.jpg","RESTAURANT","40",,"+254 700 766704","$$ - $$$","false","4","Sit down",,"4","","Closed Now","#4 of 59 places to eat in Malindi","1214061","KES 148,236 - KES 741,180","97","Mama Ngina Rd, Old Town, Malindi 80200 Kenya","Baby Marrow - Italian Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d1214061-Reviews-Baby_Marrow_Italian_Restaurant-Malindi_Coast_Province.html","Not far from the famous Vasco Da Gama Pillar, Malindi in half a kilometer offers to the visitor the best landscape of the swahili Indian Ocean coast: dhows and fishermen’s boats in the bay, coral rocks and caves, the silver sand beach. Around there you can find one of the few historical restaurants in Malindi. Baby Marrow, popular for tourists and residents since nineties, was recently renovated in the name of art and image. In a unique, sophisticated ambience, elegant but casual, you can enjoy an extensive menu, varied and created for every palate and culinary needs or healthy. Open every day from 11.30 to 19.30 p.m. , the evening can begin with an aperitif at the Baby Bar, and then enter the restaurant where, over many fish specialties, meat and vegetarian including pasta dishes, appetizers and grilled, you cannot miss the good Neapolitan pizza. Italian and international cuisine, mixed with local food specialties.","3.6226449012756348","-3.223726"
,"Africa/Nairobi","1260","420","1260","420","1260","420","1260","420","1260","420","1260","420","1260","420",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Breakfast","Lunch","Dinner","Brunch","Drinks",,"16","11","31","106","111","false","Delivery","Takeout","Reservations","Outdoor Seating","Buffet","Seating","Parking Available","Highchairs Available","Serves Alcohol","Full Bar","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Table Service","Live Music",,,,,,,,,"restaurant","Italian","Seafood","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"Malindi","Kenya","80200",,"Sea Front Road, Silversand Rd","Near District Public Hospital","Restaurants",,"275","falierafantozzi@yahoo.it","http://facebook.com/osteriamalindi","40.12598","Breakfast","Lunch","Dinner","Brunch","Drinks",,"Malindi, Coast Province","Ice Cream","Pasta","Salad","Risotto","Gelato","Prawns","Pesto","Fish","https://media-cdn.tripadvisor.com/media/photo-o/0d/72/fb/b2/osteria-malindi-on-sea.jpg","RESTAURANT","40",,"+254 725 525665","$$ - $$$","false","4",,,"3","","Closed Now","#3 of 59 places to eat in Malindi","8631962",,"106","Sea Front Road, Silversand Rd Near District Public Hospital, Malindi 80200 Kenya","Osteria","http://www.osteriamalindi.com/menu/index?utm_source=Tripadvisor&utm_medium=Link-Menu&utm_campaign=Social-Media","https://www.tripadvisor.com/Restaurant_Review-g298253-d8631962-Reviews-Osteria-Malindi_Coast_Province.html","Italian Restaurant & Pizzeria, Bar, Ice Cream & Pastry Shop, Beach service. Take Away & Delivery service ☆ Ristorante Italiano con Pizzeria, Bar, Gelateria, Pasticceria e Servizio Spiaggia. Servizio d'asporto e consegna a domicilio","3.7198128700256348","-3.219487"
,,,,,,,,,,,,,,,,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Brunch","Lunch","Dinner",,,,"0","2","7","17","13","false","Takeout","Wheelchair Accessible","Serves Alcohol","Reservations","Seating","Table Service",,,,,,,,,,,,,,,,,,,,"restaurant","Italian","African","Pizza","Seafood","Grill","Vegetarian Friendly",,,"Malindi","Kenya","80200",,"Silversand Road",,"Restaurants",,"39","peppe.zito@hotmail.com","http://mywaymalindi.com","40.12189","Brunch","Lunch","Dinner",,,,"Malindi, Coast Province",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0d/51/9c/ba/ta-img-20161016-144555.jpg","RESTAURANT","40",,"+254 708 487927","$$ - $$$","false","4","Sit down",,"7","",,"#7 of 59 places to eat in Malindi","8766340","KES 51,883 - KES 296,472","13","Silversand Road, Malindi 80200 Kenya","My Way Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d8766340-Reviews-My_Way_Restaurant-Malindi_Coast_Province.html",,"3.3169825077056885","-3.216037"
,,,,,,,,,,,,,,,,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,,,"0","0","0","0","0","false",,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Vegan Options",,,,,,,,"Malindi","Kenya","80200",,"Kizingo Road",,"Restaurants",,"0",,"http://www.tishisfarm.com","40.025387",,,,,,,"Malindi, Coast Province",,,,,,,,,,"RESTAURANT",,,"+254 721 313609",,"false",,,,,"",,,"10336379",,"0","Kizingo Road, Malindi 80200 Kenya","Tishi's Farm",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d10336379-Reviews-Tishi_s_Farm-Malindi_Coast_Province.html",,,"-3.284274"
,"Africa/Nairobi","1380","660",,,"1380","660","1380","660","1380","660","1380","660","1380","660",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Lunch","Dinner",,,,,"2","1","4","5","36","false","Reservations","Seating","Wheelchair Accessible","Outdoor Seating",,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Seafood","Vegetarian Friendly",,,,,"Malindi","Kenya","80200",,"Lamu Road",,"Restaurants",,"48","ismael_pires76@hotmail.com",,"40.11689","Lunch","Dinner",,,,,"Malindi, Coast Province",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/11/a8/2e/db/photo1jpg.jpg","RESTAURANT","40",,"+254 716 514960","$$ - $$$","false","4.5","Sit down",,"5","","Closed Now","#5 of 59 places to eat in Malindi","7381917",,"34","Lamu Road, Malindi 80200 Kenya","The House Restaurant- Cafeterian, Pizzeria",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d7381917-Reviews-The_House_Restaurant_Cafeterian_Pizzeria-Malindi_Coast_Province.html",,"3.4032814502716064","-3.210203"
,,,,,,,,,,,,,,,,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,,,"0","0","0","0","0","false",,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,"Watamu","Kenya","80202",,"Kanani road",,"Restaurants",,"0","emanuelaplatani@gmail.com","http://facebook.com/Bixio-restorante-105370384373287/","40.064117",,,,,,,"Watamu, Coast Province",,,,,,,,,,"RESTAURANT",,,"+254 714 802974",,"false",,,,,"",,,"20258856",,"0","Kanani road, Watamu 80202 Kenya","Bixio Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g661279-d20258856-Reviews-Bixio_Restaurant-Watamu_Coast_Province.html",,,"-3.324929"
,,,,,,,,,,,,,,,,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,,,"0","0","0","0","0","false",,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","African","Pizza","International",,,,,"Malindi","Kenya","80200",,"Lamu Road","Seawiew Resort","Restaurants",,"0","info@malindiseaviewresort.com","http://www.malindiseaviewresort.com","40.116795",,,,,,,"Malindi, Coast Province",,,,,,,,,,"RESTAURANT",,,"+254 723 358055",,"false",,,,,"",,,"13475691",,"0","Lamu Road Seawiew Resort, Malindi 80200 Kenya","Ristorante Il Grappolo",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d13475691-Reviews-Ristorante_Il_Grappolo-Malindi_Coast_Province.html",,,"-3.201036"
,"Africa/Nairobi","1439","0","1439","0","1439","0","1439","0","1439","0","1439","0","1439","0",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Lunch","Breakfast","Dinner",,,,"0","0","0","0","0","false","Parking Available","Cash Only",,,,,,,,,,,,,,,,,,,,,,,,"restaurant","African",,,,,,,,"Malindi","Kenya",,,"Malindi Salt","Robinson Island","Restaurants",,"0",,,"40.1466","Lunch","Breakfast","Dinner",,,,"Malindi, Coast Province",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/29/93/a2/5d/the-beach-is-wonderful.jpg","RESTAURANT",,,"+254 713 007945",,"false",,,,,"","Open Now",,"26259820",,"9","Malindi Salt Robinson Island, Malindi Kenya","C.A. beach 23",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d26259820-Reviews-C_A_beach_23-Malindi_Coast_Province.html","Seafood Restaurant on the Indian Ocean at Robinson Island. The best Seafood within an amazing Area.
Welcome",,"-2.914046"
,"Africa/Nairobi","1560","480","1440","480","1440","480","1440","480","1440","480","1560","480","1560","480",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Lunch","Late Night","Drinks","Breakfast","Dinner",,"0","0","0","0","0","false","Outdoor Seating","Buffet","Parking Available","Street Parking","Television","Serves Alcohol","Cash Only",,,,,,,,,,,,,,,,,,,"restaurant","African",,,,,,,,"Malindi","Kenya",,,"Watamu mapango beach",,"Bars & Pubs","Restaurants","0",,,"40.016968","Lunch","Late Night","Drinks","Breakfast","Dinner",,"Malindi, Coast Province",,,,,,,,,,"RESTAURANT",,,,,"false",,,,,"","Open Now",,"25406836",,"0","Watamu mapango beach, Malindi Kenya","Islands Beach Bar",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d25406836-Reviews-Islands_Beach_Bar-Malindi_Coast_Province.html",,,"-3.356318"
,,,,,,,,,,,,,,,,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Breakfast","Late Night",,,,,"0","0","0","0","0","false","Buffet",,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,"Malindi","Kenya","80100",,,"","Restaurants",,"0","baldevmerkelkenya@gmail.com",,,"Breakfast","Late Night",,,,,"Malindi, Coast Province",,,,,,,,,,"RESTAURANT",,,"+254 738 672100","$$$$","false",,"Sit down",,,"",,,"2664126","KES 7,412 - KES 26,682","0","Malindi 80100 Kenya","Baldev Merkel Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d2664126-Reviews-Baldev_Merkel_Restaurant-Malindi_Coast_Province.html","Baldev Merkel restaurants in Malindi Kenya is the 6th restaurant of its kind in Baldev Merkel restaurants in the world, come and experience our American dishes in the Kenyan coast delicacies you will never forget.",,
,,,,,,,,,,,,,,,,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,,,"0","0","0","0","0","false",,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","African",,,,,,,,"Malindi","Kenya","80200",,"Malindi-Gongoni",,"Restaurants",,"0",,"https://www.facebook.com/Coco-beach-island-296432601191917/","40.170345",,,,,,,"Malindi, Coast Province",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/15/c5/a3/df/coco-beach-place.jpg","RESTAURANT",,,"+254 713 007945","$","false",,"Sit down",,,"",,,"15617493","KES 7,412 - KES 333,531","1","Malindi-Gongoni, Malindi 80200 Kenya","Coco Beach Island",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d15617493-Reviews-Coco_Beach_Island-Malindi_Coast_Province.html","COCO BEACH Restaurant at Robinson Island is the best Seafood Restaurant in a very nice enviroment.",,"-2.903493"
,,,,,,,,,,,,,,,,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,,,"0","1","0","0","0","false",,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,"Malindi","Kenya","80200",,"Mtangani Rd, N of Old Town","","Restaurants",,"1",,,"40.10995",,,,,,,"Malindi, Coast Province",,,,,,,,,,"RESTAURANT","40",," 30658 ",,"false","2",,,"40","",,"#40 of 59 places to eat in Malindi","1214083",,"0","Mtangani Rd, N of Old Town, Malindi 80200 Kenya","Jardin Lorna Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d1214083-Reviews-Jardin_Lorna_Restaurant-Malindi_Coast_Province.html",,"2.921497106552124","-3.21871"
,,,,,,,,,,,,,,,,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,,,"1","0","1","1","1","false",,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,"Malindi","Kenya",,,,"Along Lamu Road, Behind Equity Bank","Restaurants",,"4",,,,,,,,,,"Malindi, Coast Province",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/15/1f/f2/6a/photo0jpg.jpg","RESTAURANT","40",,,,"false","3.5",,,"39","",,"#39 of 59 places to eat in Malindi","12610570",,"1","Along Lamu Road, Behind Equity Bank, Malindi Kenya","Johari Garden Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d12610570-Reviews-Johari_Garden_Restaurant-Malindi_Coast_Province.html",,"2.9768078327178955",
,,,,,,,,,,,,,,,,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,,,"1","1","2","1","3","false","Reservations",,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Seafood",,,,,,"Malindi","Kenya","80200",,"Silversand Road","Presso Mariposa Residence","Restaurants",,"8",,,"40.12714",,,,,,,"Malindi, Coast Province",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/07/26/f4/cf/malindi-bella-vita.jpg","RESTAURANT","40",,"+254 710 389706",,"false","3.5","Sit down",,"35","",,"#35 of 59 places to eat in Malindi","7277808",,"2","Silversand Road Presso Mariposa Residence, Malindi 80200 Kenya","Malindi Bella Vita",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d7277808-Reviews-Malindi_Bella_Vita-Malindi_Coast_Province.html",,"3.0118587017059326","-3.23247"
,,,,,,,,,,,,,,,,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,,,"0","0","0","1","0","false",,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,"Malindi","Kenya","80200",,"Lamu Road","Next Door To Karen Blixen","Restaurants",,"1",,"http://web.facebook.com/triplebmld/","40.117485",,,,,,,"Malindi, Coast Province",,,,,,,,,,"RESTAURANT","40",,"+254 757 296704",,"false","4",,,"33","",,"#33 of 59 places to eat in Malindi","18841318",,"0","Lamu Road Next Door To Karen Blixen, Malindi 80200 Kenya","Triple B",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d18841318-Reviews-Triple_B-Malindi_Coast_Province.html",,"3.0146069526672363","-3.209568"
,"Africa/Nairobi","1425","600","1425","600","1425","600","1425","600","1425","600","1425","600","1425","600",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Lunch","Dinner","Drinks",,,,"0","0","0","0","0","false","Outdoor Seating","Parking Available","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi",,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Seafood","Barbecue","Pub",,,,,"Malindi","Kenya",,,"Casurina road",,"Restaurants",,"0","info.doa@diamonds-resorts.com",,"40.12489","Lunch","Dinner","Drinks",,,,"Malindi, Coast Province",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/5d/14/f8/onda-restaurant.jpg","RESTAURANT",,,"+254 720 607075",,"false",,,,,"","Closes in 30 min",,"26651212",,"10","Casurina road, Malindi Kenya","ONDA Beach Bar & Grill",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d26651212-Reviews-ONDA_Beach_Bar_Grill-Malindi_Coast_Province.html","Situated on the beach, the restaurant serves a selection of seafood and meat dishes in a tranquil setting, accompanied by all inclusive drinks and wine.",,"-3.238845"
,"Africa/Nairobi","1439","0","1439","0","1439","0","1439","0","1439","0","1439","0","1439","0",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Breakfast","Lunch","Dinner",,,,"0","0","0","0","0","false",,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","African",,,,,,,,"Malindi","Kenya","80200",,"Majengo, Off Ganda Road",,"Bars & Pubs","Restaurants","0",,,"40.1191","Breakfast","Lunch","Dinner",,,,"Malindi, Coast Province",,,,,,,,,,"RESTAURANT",,,"+254 711 188828",,"false",,,,,"","Open Now",,"23804731",,"0","Majengo, Off Ganda Road, Malindi 80200 Kenya","Dhome Bar & Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d23804731-Reviews-Dhome_Bar_Restaurant-Malindi_Coast_Province.html",,,"-3.21748"
,"Africa/Nairobi","1380","480","1380","480","1380","480","1380","480","1380","480","1380","480","1380","480",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Breakfast","Lunch","Dinner",,,,"0","0","0","0","0","false",,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Japanese","Pizza","Wine Bar","Japanese Fusion",,,,"Malindi","Kenya",,,"Silver Sand Road",,"Restaurants",,"0",,,"40.12648","Breakfast","Lunch","Dinner",,,,"Malindi, Coast Province",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/28/ea/15/d1/dinner.jpg","RESTAURANT",,,"+254 794 196478",,"false",,,,,"","Closed Now",,"25458700",,"22","Silver Sand Road, Malindi Kenya","Malaika Malindi Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d25458700-Reviews-Malaika_Malindi_Restaurant-Malindi_Coast_Province.html","Wonderful Restaurant & Lounge in the heart of Malindi Town opposite Buntwani Park. Italian , Sushi , Icecream and international Cousine",,"-3.218603"
,"Africa/Nairobi","1395","360","1395","360","1395","360","1395","360","1395","360","1395","360","1395","360",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","Breakfast","Lunch","Dinner",,,,"0","1","1","0","1","false",,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,"Malindi","Kenya","80200",,"Mama Ngina Rd, Old Town","","Restaurants",,"3",,,"40.12564","Breakfast","Lunch","Dinner",,,,"Malindi, Coast Province",,,,,,,,,,"RESTAURANT","40",,,,"false","3.5",,,"37","","Closed Now","#37 of 59 places to eat in Malindi","1214078",,"0","Mama Ngina Rd, Old Town, Malindi 80200 Kenya","Bahari Cafe",,"https://www.tripadvisor.com/Restaurant_Review-g298253-d1214078-Reviews-Bahari_Cafe-Malindi_Coast_Province.html",,"3.0033721923828125","-3.21885"
