"address","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","ancestorLocations/3/abbreviation","ancestorLocations/3/id","ancestorLocations/3/name","ancestorLocations/3/subcategory","category","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","description","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","email","establishmentTypes/0","establishmentTypes/1","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","id","image","isClosed","isLongClosed","latitude","localAddress","localName","locationString","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","menuWebUrl","name","numberOfReviews","openNowText","ownersTopReasons","phone","photoCount","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","rawRanking","subcategories/0","type","webUrl","website"
"Mount Kenya Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Mount Kenya Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,"Dinner",,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","2100","1020",,,"2160","1020",,,"2160","1020",,,"2160","1020",,,"2160","1020",,,"2160","1020",,,"1500","1020",,,"11661319","https://media-cdn.tripadvisor.com/media/photo-o/0d/af/d2/f2/jds-bar-grill.jpg","false","false","-4.03259",,"","Mombasa, Coast Province","39.7174","Dinner",,,,,,,"JDs Bar & Grill","9","Open Now",,,"7","$$ - $$$",,"144","74","#74 of 188 places to eat in Mombasa","4.5","1","0","0","1","7","3.0889322757720947",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d11661319-Reviews-JDs_Bar_Grill-Mombasa_Coast_Province.html",
"Karisa Maitha/Bush Bar Road off Mombasa/Malindi Road P.O. BOX 10314 - 80101, BAMBURI - MOMBASA , KENYA., Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Karisa Maitha/Bush Bar Road off Mombasa/Malindi Road","P.O. BOX 10314 - 80101, BAMBURI - MOMBASA , KENYA.",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African",,,,,,,"The Hotel has a homely serene setting overlooking the Bamburi Forest. With 20 self contained rooms with en-suite toilet, shower, A/C & TV. The hotel has 24 hr security and caters for families, corporate customers and international tourist and it's located only 5 minute's walk to the nearest beach.Amenities:Bar/LoungeFree ParkingOpen-Air RestaurantRoom ServiceWheelchair access & WiFi",,,,,,,,,,,,,,,,,,,,,,,,"info@breezeshotel.com","Restaurants",,"Reservations","Private Dining","Parking Available","Television","Serves Alcohol","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi","Accepts Discover","Accepts Credit Cards","Sports bars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2039126","https://media-cdn.tripadvisor.com/media/photo-o/20/78/e4/0a/main-entrance.jpg","false","false",,,"","Mombasa, Coast Province",,,,,,,,,"BREEZES HOTEL- SHANZU","10",,,"+254 725 401751","19","$",,"144","77","#77 of 188 places to eat in Mombasa","4","0","1","2","3","4","3.0857176780700684","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d2039126-Reviews-BREEZES_HOTEL_SHANZU-Mombasa_Coast_Province.html","http://www.breezeshotel.co.ke/"
"Barracks Lane, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Barracks Lane",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Steakhouse","Seafood","Asian",,,,,,"Dinner",,,,,,,,,,,,,,,,,,,,,,,"info@dhowhouse.com","Restaurants",,"Reservations","Table Service","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15247035","https://media-cdn.tripadvisor.com/media/photo-m/1280/17/80/93/8a/garden-dining-area.jpg","false","false","-4.038367",,"","Mombasa, Coast Province","39.711014","Dinner",,,,,,,"Dhow House","15",,,"+254 722 881995","4","$$ - $$$",,"144","93","#93 of 188 places to eat in Mombasa","3.5","3","1","1","6","4","3.0583057403564453",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d15247035-Reviews-Dhow_House-Mombasa_Coast_Province.html","https://www.dhowhouse.co.ke/"
"Bombolulu, Nyali road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Bombolulu, Nyali road","",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2560227","https://media-cdn.tripadvisor.com/media/photo-o/0a/a7/d8/37/delicious-chicken.jpg","false","false","-4.03992",,"","Mombasa, Coast Province","39.68129",,,,,,,,"Flamingo Restaurant","4",,,,"2",,,"144","119","#119 of 188 places to eat in Mombasa","3.5","1","0","0","2","1","3.031247854232788","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d2560227-Reviews-Flamingo_Restaurant-Mombasa_Coast_Province.html",
"Pangoni resort and Spa Turn left on Dolphin Road a second left just before Flamingo, Shanzu, Mombasa 80100 Kenya","Shanzu","Kenya","80100",,"Pangoni resort and Spa","Turn left on Dolphin Road a second left just before Flamingo",,"1183067","Shanzu","City",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12005248","https://media-cdn.tripadvisor.com/media/photo-o/0e/25/e5/19/saucy-steak-anyone-at.jpg","false","false",,,"","Shanzu, Mombasa, Coast Province",,,,,,,,,"Cova Dijana","3",,,"+254 722 390409","6",,,"4","4","#4 of 4 places to eat in Shanzu","4.5","0","0","0","1","2","3.037557363510132",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1183067-d12005248-Reviews-Cova_Dijana-Shanzu_Mombasa_Coast_Province.html",
"Il Cova, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Il Cova",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5027396",,"false","false","-4.06412",,"","Mombasa, Coast Province","39.66927",,,,,,,,"Il cova","2",,,,"0",,,"144","116","#116 of 188 places to eat in Mombasa","4.5","0","0","0","1","1","3.033938407897949","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d5027396-Reviews-Il_cova-Mombasa_Coast_Province.html",
"Nyali Rd, Mombasa 80101 Kenya","Mombasa","Kenya","80101",,"Nyali Rd",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sales@milelehotels.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4086633","https://media-cdn.tripadvisor.com/media/photo-w/1a/ae/ae/d2/history-is-the-greatest.jpg","false","false","-4.050725",,"","Mombasa, Coast Province","39.696785",,,,,,,,"Milele Beach Hotel","6",,,"+254 729 403649","10",,,"144","115","#115 of 188 places to eat in Mombasa","3.5","0","1","2","2","1","3.0348854064941406",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d4086633-Reviews-Milele_Beach_Hotel-Mombasa_Coast_Province.html","https://www.facebook.com/Milele.Beach.Hotel/"
"Near Catolic Church, Mtwapa 254 Kenya","Mtwapa","Kenya","254",,"Near Catolic Church",,,"2049443","Mtwapa","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","German","African","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6690706","https://media-cdn.tripadvisor.com/media/photo-o/0a/c1/93/f6/makuti-hidden.jpg","false","false","-4.00221",,"","Mtwapa, Coast Province","39.58281",,,,,,,,"Makuti Hidden","4",,,"+254 729 093412","6","$$ - $$$",,"18","11","#11 of 24 places to eat in Mtwapa","4","0","0","0","4","0","3.0351996421813965","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g2049443-d6690706-Reviews-Makuti_Hidden-Mtwapa_Coast_Province.html",
"Meru Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Meru Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian","African","Cafe","Fast Food","Street Food",,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,"1080","480",,,"1080","480",,,"1080","480",,,"1080","480",,,"1080","480",,,"1020","480",,,"21344454","https://media-cdn.tripadvisor.com/media/photo-o/1c/63/a8/92/sadru-s-cafe.jpg","false","false","-4.06091",,"","Mombasa, Coast Province","39.66937","Breakfast","Lunch","Dinner",,,,,"Sadru's Cafe","1","Closed Now",,"+254 721 723400","1",,,"144","117","#117 of 188 places to eat in Mombasa","5","0","0","0","0","1","3.0334575176239014",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d21344454-Reviews-Sadru_s_Cafe-Mombasa_Coast_Province.html",
"Kizingo, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Kizingo","",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian",,,,,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,"Reservations","Delivery","Takeout","Seating","Wheelchair Accessible","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2520284","https://media-cdn.tripadvisor.com/media/photo-o/0d/b6/78/6b/entrance.jpg","false","false","-4.071128",,"","Mombasa, Coast Province","39.67549","Lunch","Dinner",,,,,,"Bombay Bistro","17",,,,"1","$$ - $$$",,"144","112","#112 of 188 places to eat in Mombasa","3","3","2","4","4","4","3.038774013519287","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d2520284-Reviews-Bombay_Bistro-Mombasa_Coast_Province.html",
"Bamburi Beach 90173 Mombasa, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Bamburi Beach","90173 Mombasa",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Italian","Contemporary",,,,,,,"Dinner","Late Night",,,,,,,,,,,,,,,,,,,,,,"reservations4@sarovahotels.com","Restaurants",,"Reservations","Seating","Wheelchair Accessible","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3369603","https://media-cdn.tripadvisor.com/media/photo-o/04/82/0b/d3/minazi-restaurant.jpg","false","false","-3.989428",,"","Mombasa, Coast Province","39.737396","Dinner","Late Night",,,,,,"Minazi Restaurant","15",,,"+254 41 2128000","9","$$ - $$$","KES 1,334 - KES 5,188","144","118","#118 of 188 places to eat in Mombasa","3.5","0","3","5","4","3","3.031987190246582","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d3369603-Reviews-Minazi_Restaurant-Mombasa_Coast_Province.html","http://www.sarovahotels.com"
"Kilifi Mtwapa Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Kilifi Mtwapa Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","American","African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13132879","https://media-cdn.tripadvisor.com/media/photo-o/12/1f/05/ee/photo3jpg.jpg","false","false","-3.93857",,"","Mombasa, Coast Province","39.749798",,,,,,,,"Danka Lounge","8",,,"+254 723 446540","4",,,"144","107","#107 of 188 places to eat in Mombasa","3.5","2","0","1","2","3","3.0418355464935303",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d13132879-Reviews-Danka_Lounge-Mombasa_Coast_Province.html","https://www.facebook.com/dankalounge/"
"Kenya Cinema, Nairobi Kenya","Nairobi","Kenya",,,"Kenya Cinema",,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,,,"restaurant","African",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21374564","https://media-cdn.tripadvisor.com/media/photo-o/24/61/e3/e5/lovely-seating-space.jpg","false","false","-4.062837",,"","Nairobi","39.673153",,,,,,,,"Yolo","1",,,,"5",,,"832","592","#592 of 1,048 places to eat in Nairobi","5","0","0","0","0","1","3.0389323234558105",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d21374564-Reviews-Yolo-Nairobi.html",
"Nyali, the Avenue Building, 3. Floor, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Nyali, the Avenue Building, 3. Floor",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Bar","Cafe","Grill","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18187146","https://media-cdn.tripadvisor.com/media/photo-o/18/d2/ea/8a/20190731-214716-largejpg.jpg","false","false",,,"","Mombasa, Coast Province",,,,,,,,,"Steam Bar & Grill Mombasa Nyali","2",,,"+254 711 588152","8",,,"144","109","#109 of 188 places to eat in Mombasa","4.5","0","0","0","1","1","3.040386915206909",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d18187146-Reviews-Steam_Bar_Grill_Mombasa_Nyali-Mombasa_Coast_Province.html",
"Mount Kenya Road Off Links Road, Nyali, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Mount Kenya Road","Off Links Road, Nyali",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17469440",,"false","false","-4.03259",,"","Mombasa, Coast Province","39.7174",,,,,,,,"Abedare Restaurant","2",,,"+254 736 333388","0",,,"144","111","#111 of 188 places to eat in Mombasa","4.5","0","0","0","1","1","3.039515733718872",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d17469440-Reviews-Abedare_Restaurant-Mombasa_Coast_Province.html",
"La Marina Street, Marina Road Mtwapa, Mtwapa 80109 Kenya","Mtwapa","Kenya","80109",,"La Marina Street, Marina Road Mtwapa",,,"2049443","Mtwapa","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Italian","Pizza","Seafood","Grill","Central-Italian",,,"Tucked away along the Creek of Mtwapa is Marina Seaside Restaurant formerly known as La Marina Restaurant. Marina Sea Side being right by the seaside mainly specializes in Seafood dishes and accommodates many other tastes as well.","Breakfast","Lunch","Dinner","Brunch","Drinks",,,,,,,,,,,,,,,,,,,"marinaseaside313@gmail.com","Restaurants",,"Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"23140621","https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/ac/f9/59/marina-seaside-restaurant.jpg","false","false","-3.938569",,"","Mtwapa, Coast Province","39.749798","Breakfast","Lunch","Dinner","Brunch","Drinks",,,"Marina Seaside Restaurant KE","5","Open Now",,"+254 722 406291","9","$$ - $$$","KES 222,354 - KES 667,062","18","10","#10 of 24 places to eat in Mtwapa","4","1","0","0","2","2","3.0421931743621826","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g2049443-d23140621-Reviews-Marina_Seaside_Restaurant_KE-Mtwapa_Coast_Province.html","https://www.facebook.com/marina.seasideke"
"Cement Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Cement Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Italian","Indian","Lebanese","Mediterranean",,,,,,,,,,,"Beef",,,,,,,,,,,,,,,,,"reservations@englishpointmarina.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21890132","https://media-cdn.tripadvisor.com/media/photo-m/1280/27/ac/2d/05/beef-bulgogi-crispy-korean.jpg","false","false","-4.05041",,"","Mombasa, Coast Province","39.68237",,,,,,,,"EnglishPoint Marina","15",,,"+254 41 2147801","16","$$ - $$$",,"144","98","#98 of 188 places to eat in Mombasa","3.5","3","3","0","4","5","3.052257776260376",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d21890132-Reviews-EnglishPoint_Marina-Mombasa_Coast_Province.html","https://www.facebook.com/EnglishPointMarina"
"Mombasa - malindi highway, Mtwapa 80109 Kenya","Mtwapa","Kenya","80109",,"Mombasa - malindi highway","",,"2049443","Mtwapa","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Pub",,,,,,,"Dinner","Drinks",,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,"Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2212456","https://media-cdn.tripadvisor.com/media/photo-s/01/f1/3a/58/main-entrance.jpg","false","false","-3.94901",,"","Mtwapa, Coast Province","39.74506","Dinner","Drinks",,,,,,"Casuarina Nomad Bar and Restaurant","30",,,,"7","$$ - $$$",,"18","7","#7 of 24 places to eat in Mtwapa","3.5","4","0","8","13","5","3.053518533706665","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g2049443-d2212456-Reviews-Casuarina_Nomad_Bar_and_Restaurant-Mtwapa_Coast_Province.html","http://www.casaurina.com/"
"Mombasa Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Mombasa Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"1140","480",,,"12724344","https://media-cdn.tripadvisor.com/media/photo-o/10/f9/78/b2/caption.jpg","false","false",,,"","Mombasa, Coast Province",,"Breakfast","Lunch","Dinner",,,,,"Fayaz Bakery","4","Closed Now",,"+254 728 193105","17",,,"144","97","#97 of 188 places to eat in Mombasa","4","0","0","1","2","1","3.053101062774658",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d12724344-Reviews-Fayaz_Bakery-Mombasa_Coast_Province.html",
"Haile Selassie Rd, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Haile Selassie Rd",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Arabic",,,,,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1290","720",,,"1080","720",,,"1290","720",,,"1290","720",,,"1290","720",,,"1290","720",,,"1290","720",,,"19715476","https://media-cdn.tripadvisor.com/media/photo-o/1a/54/ae/f1/al-diwan-arabian-food.jpg","false","false","-4.0584",,"","Mombasa, Coast Province","39.66455","Lunch","Dinner",,,,,,"AL Diwan Arabian Food","2","Open Now",,"+254 746 112552","8",,,"144","96","#96 of 188 places to eat in Mombasa","4.5","0","0","0","1","1","3.054992914199829",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d19715476-Reviews-AL_Diwan_Arabian_Food-Mombasa_Coast_Province.html",
"Moi Avenue Opposite Toyota Kenya Express House, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Moi Avenue","Opposite Toyota Kenya Express House",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Barbecue","Middle Eastern","Halal",,,,,,"Dinner","Breakfast","Lunch",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,"Reservations",,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,"1440","480",,,,,,,"7716774","https://media-cdn.tripadvisor.com/media/photo-o/0e/21/32/9c/photo2jpg.jpg","false","false","-4.06147",,"","Mombasa, Coast Province","39.66688","Dinner","Breakfast","Lunch",,,,,"Al Hasmi Restaurant","11","Open Now",,"+254 700 346191","9","$$ - $$$",,"144","101","#101 of 188 places to eat in Mombasa","3.5","1","0","3","4","3","3.0510809421539307",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d7716774-Reviews-Al_Hasmi_Restaurant-Mombasa_Coast_Province.html",
"Mtwapa Malindi rd, Mtwapa 80109 Kenya","Mtwapa","Kenya","80109",,"Mtwapa Malindi rd",,,"2049443","Mtwapa","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","600",,,,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"17689307","https://media-cdn.tripadvisor.com/media/photo-w/22/d0/b7/ce/caption.jpg","false","false","-3.95334",,"","Mtwapa, Coast Province","39.74293","Lunch","Dinner",,,,,"https://b2blackwater.co.ke/our-menu/","B2 Garden Restaurant","5","Open Now",,"+254 737 826754","3",,,"18","8","#8 of 24 places to eat in Mtwapa","4","1","0","0","2","2","3.0485599040985107",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g2049443-d17689307-Reviews-B2_Garden_Restaurant-Mtwapa_Coast_Province.html","http://www.b2blackwater.co.ke"
"Kwa Shibu Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Kwa Shibu Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"4300554","https://media-cdn.tripadvisor.com/media/photo-s/03/ff/0e/33/sizzling-flames-restaurant.jpg","false","false","-4.06061",,"","Mombasa, Coast Province","39.66859","Breakfast","Lunch","Dinner",,,,,"Sizzling Flames","5","Open Now",,"+254 729 555587","12",,,"144","110","#110 of 188 places to eat in Mombasa","4","0","0","2","1","2","3.0395214557647705","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d4300554-Reviews-Sizzling_Flames-Mombasa_Coast_Province.html","http://www.glorykenya.com"
"Serena Beach Resort & Spa, Mombasa 80101 Kenya","Mombasa","Kenya","80101",,"Serena Beach Resort & Spa",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"12592418","https://media-cdn.tripadvisor.com/media/photo-o/0f/b8/ee/72/caption.jpg","false","false","-3.97116",,"","Mombasa, Coast Province","39.75091","Breakfast","Lunch","Dinner",,,,,"Sokoni Plaza","5","Open Now",,"+254 727 424201","8",,,"144","90","#90 of 188 places to eat in Mombasa","4","0","0","0","5","0","3.06144118309021",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d12592418-Reviews-Sokoni_Plaza-Mombasa_Coast_Province.html","http://www.serenahotels.com/serenabeachhotel/bushdinner-en.html"
