"address","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","category","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","description","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22","email","establishmentTypes/0","establishmentTypes/1","establishmentTypes/2","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","id","image","isClosed","isLongClosed","latitude","localAddress","localName","locationString","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","menuWebUrl","name","nearestMetroStations/0/address","nearestMetroStations/0/distance","nearestMetroStations/0/latitude","nearestMetroStations/0/lines/0/id","nearestMetroStations/0/lines/0/lineName","nearestMetroStations/0/lines/0/lineSymbol","nearestMetroStations/0/lines/0/systemName","nearestMetroStations/0/lines/0/systemSymbol","nearestMetroStations/0/lines/0/type","nearestMetroStations/0/localAddress","nearestMetroStations/0/localName","nearestMetroStations/0/longitude","nearestMetroStations/0/name","nearestMetroStations/1/address","nearestMetroStations/1/distance","nearestMetroStations/1/latitude","nearestMetroStations/1/lines/0/id","nearestMetroStations/1/lines/0/lineName","nearestMetroStations/1/lines/0/lineSymbol","nearestMetroStations/1/lines/0/systemName","nearestMetroStations/1/lines/0/systemSymbol","nearestMetroStations/1/lines/0/type","nearestMetroStations/1/localAddress","nearestMetroStations/1/localName","nearestMetroStations/1/longitude","nearestMetroStations/1/name","nearestMetroStations/2/address","nearestMetroStations/2/distance","nearestMetroStations/2/latitude","nearestMetroStations/2/lines/0/id","nearestMetroStations/2/lines/0/lineName","nearestMetroStations/2/lines/0/lineSymbol","nearestMetroStations/2/lines/0/systemName","nearestMetroStations/2/lines/0/systemSymbol","nearestMetroStations/2/lines/0/type","nearestMetroStations/2/localAddress","nearestMetroStations/2/localName","nearestMetroStations/2/longitude","nearestMetroStations/2/name","nearestMetroStations/3/address","nearestMetroStations/3/distance","nearestMetroStations/3/latitude","nearestMetroStations/3/lines/0/id","nearestMetroStations/3/lines/0/lineName","nearestMetroStations/3/lines/0/lineSymbol","nearestMetroStations/3/lines/0/systemName","nearestMetroStations/3/lines/0/systemSymbol","nearestMetroStations/3/lines/0/type","nearestMetroStations/3/localAddress","nearestMetroStations/3/localName","nearestMetroStations/3/longitude","nearestMetroStations/3/name","neighborhoodLocations/0/id","neighborhoodLocations/0/name","numberOfReviews","openNowText","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","phone","photoCount","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","rawRanking","subcategories/0","type","webUrl","website"
"Westlands Road The National Museum of Kenya and Nivina Towers, Nairobi Kenya","Nairobi","Kenya",,,"Westlands Road","The National Museum of Kenya and Nivina Towers",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,"voguecafe2011@gmail.com","Restaurants",,,"Seating","Takeout","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","480",,,,,"1260","420",,,,,"1260","420",,,,,"1260","420",,,,,"1260","420",,,,,"1260","420",,,,,"1320","480",,,,,"7742889","https://media-cdn.tripadvisor.com/media/photo-o/07/b7/97/ee/the-inside.jpg","false","false","-1.274376",,"","Nairobi","36.814632","Breakfast","Lunch","Dinner",,,,,"Vogue Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20484493","Nairobi Central Business District","29","Closed Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 718 896395","17","$$ - $$$",,"832","405","#405 of 1,048 places to eat in Nairobi","3.5","2","4","6","10","7","3.0843505859375",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d7742889-Reviews-Vogue_Cafe-Nairobi.html","https://www.facebook.com/Voguecafe.co.ke"
"Gaberone Rd off Luthuli Avenue,CBD, Nairobi Kenya","Nairobi","Kenya","",,"Gaberone Rd","off Luthuli Avenue,CBD",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,,,,,,,,,"Dinner","Lunch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1214139","https://media-cdn.tripadvisor.com/media/photo-o/0c/f3/02/86/dsc-5479-largejpg.jpg","false","false","-1.2837",,"","Nairobi","36.82736","Dinner","Lunch",,,,,,"Malindi Dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20484493","Nairobi Central Business District","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 722 292525","3",,,"832","398","#398 of 1,048 places to eat in Nairobi","4","0","1","2","9","1","3.0883116722106934",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d1214139-Reviews-Malindi_Dishes-Nairobi.html","https://www.facebook.com/malindidishes.online/"
"Loita Street Pension House Mezz1, Nairobi Kenya","Nairobi","Kenya",,,"Loita Street","Pension House Mezz1",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,,,,,,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,"jachochi@yahoo.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"15188480","https://media-cdn.tripadvisor.com/media/photo-w/15/3d/bb/bc/jia-yuan-shi-fu-restaurant.jpg","false","false","-1.28381",,"","Nairobi","36.81769","Lunch","Dinner",,,,,,"Jia Yuan Shi Fu Restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20484493","Nairobi Central Business District","4","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 726 703309","2",,,"832","402","#402 of 1,048 places to eat in Nairobi","4.5","0","0","0","2","2","3.086395740509033",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d15188480-Reviews-Jia_Yuan_Shi_Fu_Restaurant-Nairobi.html","https://www.facebook.com/Jia-Yuan-Shi-Fu-Chinese-Restaurant-1375281999359136/?ref=page_internal"
"The Un Avenue | Gigiri Lane The Gigiri Courtyard, Nairobi Kenya","Nairobi","Kenya",,,"The Un Avenue | Gigiri Lane","The Gigiri Courtyard",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Bar","International","Barbecue","Grill","Pub","Beer restaurants",,,,,,,,,,"We are an all-day dining cafe & Bistro.","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,"info@paprika.co.ke","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","420",,,,,"1140","420",,,,,"1140","420",,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"24006367","https://media-cdn.tripadvisor.com/media/photo-m/1280/24/22/f1/28/the-best-conversations.jpg","false","false","-1.232588",,"","Nairobi","36.807205","Breakfast","Lunch","Dinner",,,,,"The Daily Cafe & Bistro - Gigiri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3","Closed Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 112 364375","15",,,"832","427","#427 of 1,048 places to eat in Nairobi","4.5","0","0","0","2","1","3.0788376331329346",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d24006367-Reviews-The_Daily_Cafe_Bistro_Gigiri-Nairobi.html","http://www.thedaily.co.ke/"
"Langata Road Shell Service Station opposite Crossroads, Nairobi Kenya","Nairobi","Kenya",,,"Langata Road","Shell Service Station opposite Crossroads",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Diner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14039816",,"false","false","-1.322653",,"","Nairobi","36.707962",,,,,,,"https://www.javahouseafrica.com/our-menu/","Java House",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 700 718811","0","$","$150 - $1,500","832","397","#397 of 1,048 places to eat in Nairobi","4","0","0","1","4","2","3.0885889530181885","Café","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d14039816-Reviews-Java_House-Nairobi.html","https://www.javahouseafrica.com/our-locations/"
"20th Century Plaza, Mama Ngina St, city centre, Nairobi Kenya","Nairobi","Kenya","",,"20th Century Plaza, Mama Ngina St, city centre","",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","African","Wine Bar",,,,,,,,,,,,,,,"Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,,,,,,,"dancingspoonke@gmail.com","Restaurants","Bars & Pubs",,"Takeout","Reservations","Seating","Television","Wine and Beer","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1214133","https://media-cdn.tripadvisor.com/media/photo-s/0a/21/17/c3/the-flying-fish.jpg","false","false","-1.28561",,"","Nairobi","36.82331","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,"Dancing Spoon Cafe & Wine Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20484493","Nairobi Central Business District","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 227581 ","5","$$ - $$$",,"832","459","#459 of 1,048 places to eat in Nairobi","3.5","1","1","4","10","2","3.0692858695983887",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d1214133-Reviews-Dancing_Spoon_Cafe_Wine_Bar-Nairobi.html","http://www.dancingspoon.co.ke/"
"Galana Rd, Galana Plaa Ground Floor &1st Floor, Nairobi Kenya","Nairobi","Kenya",,,"Galana Rd, Galana Plaa","Ground Floor &1st Floor",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Japanese","Sushi","Asian","Chinese","Vegetarian Friendly",,,,,,,,,,,,"Lunch","Dinner",,,,,"Tempura","Salmon","Fish",,,,,,,,,,,,,,,,,,,,,"info@ginza-restaurant.com","Restaurants",,,"Takeout","Reservations","Seating","Serves Alcohol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7932742","https://media-cdn.tripadvisor.com/media/photo-o/07/c2/4a/f2/ginza-japanese-restaurant.jpg","false","false","-1.290953",,"","Nairobi","36.783012","Lunch","Dinner",,,,,,"ginza japanese restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 708 333999","40","$$ - $$$",,"832","432","#432 of 1,048 places to eat in Nairobi","3.5","4","3","10","12","8","3.077362060546875","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d7932742-Reviews-Ginza_japanese_restaurant-Nairobi.html","http://www.facebook.com/ginzakenya"
"Rivaan Centre, Muguga Green Road Ground Floor of Rivaan Centre, Nairobi Kenya","Nairobi","Kenya",,,"Rivaan Centre, Muguga Green Road","Ground Floor of Rivaan Centre",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,"Lunch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@mambo-italia.com","Restaurants",,,"Gift Cards Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"1020","690",,,,,"15058942","https://media-cdn.tripadvisor.com/media/photo-o/14/6c/00/58/20180825-181832-largejpg.jpg","false","false","-1.258315",,"","Nairobi","36.788704","Lunch",,,,,,"http://www.mambo-italia.com/menus","Mambo Italia Westlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8","Closed Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 709 670000","19","$$ - $$$",,"832","430","#430 of 1,048 places to eat in Nairobi","4","0","1","1","4","2","3.0778191089630127",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d15058942-Reviews-Mambo_Italia_Westlands-Nairobi.html","http://www.mambo-italia.com"
"Rhapta Road, Westlands, Nairobi 00100 Kenya","Nairobi","Kenya","00100",,"Rhapta Road, Westlands","",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","French","Seafood","European",,,,,,,,,,,,,,"Dinner",,,,,,"Lobster",,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,"Reservations","Seating","Serves Alcohol","Outdoor Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1214179","https://media-cdn.tripadvisor.com/media/photo-s/02/51/e0/fd/debut-la-terrasse-au.jpg","false","false","-1.2646",,"","Nairobi","36.79069","Dinner",,,,,,,"Alan Bobbe's Bistro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 226027 ","1","$$ - $$$",,"832","429","#429 of 1,048 places to eat in Nairobi","3.5","3","8","8","11","10","3.078521251678467","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d1214179-Reviews-Alan_Bobbe_s_Bistro-Nairobi.html",
"Limuru Road Village Market, Nairobi 00621 Kenya","Nairobi","Kenya","00621",,"Limuru Road","Village Market",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Bar","Seafood","Contemporary","Pub","Fusion","Diner",,,,,,,,,,"Fine contemporary cuisine","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","705",,,,,"1380","705",,,,,"1380","705",,,,,"1380","705",,,,,"1380","705",,,,,"1380","705",,,,,"1380","705",,,,,"23875710","https://media-cdn.tripadvisor.com/media/photo-m/1280/22/46/f3/0b/salmon-sashimi.jpg","false","false","-1.229359",,"","Nairobi","36.804825","Lunch","Dinner",,,,,,"Oysters & More At Village",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 717 587587","16",,,"832","431","#431 of 1,048 places to eat in Nairobi","4","1","1","0","1","4","3.0777523517608643",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d23875710-Reviews-Oysters_More_At_Village-Nairobi.html","https://web.facebook.com/Oysters-and-more-at-Village-105170314813959/"
"Highwayy Mall Uhuru Highway Next to Namkumatt Mega, Nairobi 00100 Kenya","Nairobi","Kenya","00100",,"Highwayy Mall","Uhuru Highway Next to Namkumatt Mega",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Japanese","American","Grill","Contemporary",,,,,,,,,,,,"Urban Grind Coffee & Grill offers friendly dining in a casually –sophisticated vibrant atmosphere. DescriptionUrban Grind Coffee & Grill offers friendly dining in a casually –sophisticated vibrant atmosphere. At Urban Grind, we pride ourselves on offering our guests:• A delicious assortment of specialty drinks, a good food selection as well as the finest coffees• Knowledgeable, approachable service that inspires confidence• A casually-sophisticated family friendly ambiance that feels inviting• Free Wi-Fi so that you can surf the web as you enjoy your coffee We are located at the Highway Mall, right next to Nakumatt Mega along Uhuru Highway; just a few minutes from Upper Hill, Nairobi West, South B and the CBD.","Dinner","Breakfast","Lunch",,,,,,,,,,,,,,,,,,,,,,,,,,,"urbangrind1@gmail.com","Restaurants",,,"Reservations","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1290","540",,,,,"1290","450",,,,,"1290","450",,,,,"1290","450",,,,,"1290","450",,,,,"1290","450",,,,,"1290","540",,,,,"6404545","https://media-cdn.tripadvisor.com/media/photo-w/05/81/df/1e/urban-grind-coffee-grill.jpg","false","false","-1.326215",,"","Nairobi","36.84028","Dinner","Breakfast","Lunch",,,,,"Urban Grind Coffee & Grill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11","Closes in 17 min",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 708 954515","22",,,"832","454","#454 of 1,048 places to eat in Nairobi","4","0","1","2","4","4","3.0707955360412598","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d6404545-Reviews-Urban_Grind_Coffee_Grill-Nairobi.html","http://www.urbangrindcafe.com"
"Salonika Villas Muthangari Road, Lavington, Nairobi 00509 Kenya","Lavington","Kenya","00509",,"Salonika Villas Muthangari Road",,,"15517142","Lavington","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country","restaurant","African","Bar","Barbecue","British","Pub","Eastern European","Armenian",,,,,,,,,"Healthy Restaurant & Meal Prep Company.","Breakfast","Lunch","Dinner","Drinks",,,,,,,,,,,,,,,,,,,,,,,,,,"fitkitchenke@gmail.com","Restaurants",,,"Delivery","Takeout","Outdoor Seating","Private Dining","Seating","Parking Available","Serves Alcohol","Wine and Beer","Free Wifi","Table Service",,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"1200","480",,,,,"24192518","https://media-cdn.tripadvisor.com/media/photo-o/25/19/e6/25/bbq-chicken-wrap-served.jpg","false","false","-1.279066",,"","Lavington, Nairobi","36.7777","Breakfast","Lunch","Dinner","Drinks",,,,"Fit Kitchen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Closed Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 770 547711","15","$$$$","$250","6","4","#4 of 8 places to eat in Lavington","5","0","0","0","0","2","3.0721535682678223","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g15517142-d24192518-Reviews-Fit_Kitchen-Lavington_Nairobi.html","http://fitkitchenke.com"
"Pangani Shopping Centre +254 724977175, Nairobi 12344 Kenya","Nairobi","Kenya","12344",,"Pangani Shopping Centre","+254 724977175",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Indian","Cafe","Fast Food","Arabic",,,,,,,,,,,,,"Breakfast","Lunch","Dinner","Brunch","Drinks",,,,,,,,,,,,,,,,,,,,,,,,,"arabiz002000@gmail.com","Restaurants",,,"Delivery","Reservations","Outdoor Seating","Free Wifi","Drive Thru","Non-smoking restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1425","540",,,,,"1425","540",,,,,"1425","540",,,,,"1425","540",,,,,"1425","540",,,,,"1425","540",,,,,"1425","540",,,,,"24023239","https://media-cdn.tripadvisor.com/media/photo-w/23/49/0a/24/caption.jpg","false","false","-1.26747",,"","Nairobi","36.837585","Breakfast","Lunch","Dinner","Brunch","Drinks",,,"Arabyz Restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 724 977175","3",,,"832","452","#452 of 1,048 places to eat in Nairobi","5","0","0","0","0","2","3.0718162059783936",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d24023239-Reviews-Arabyz_Restaurant-Nairobi.html",
"Silanga Rd Hotel Rudi, Karen, Langata Rd, Nairobi Kenya","Nairobi","Kenya",,,"Silanga Rd","Hotel Rudi, Karen, Langata Rd",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant","Swiss","European",,,,,,,,,,,,,,,"Dinner","Lunch",,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@hotelrudi.com","Restaurants",,,"Reservations","Seating","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","2040","660",,,,,,,,,,,"2040","660",,,,,"2040","660",,,,,"2040","660",,,,,"2040","660",,,,,"2040","660",,,,,"4263016","https://media-cdn.tripadvisor.com/media/photo-o/06/da/57/5a/020jpg.jpg","false","false","-1.34751",,"","Nairobi","36.7445","Dinner","Lunch",,,,,,"Rudis Al-fresco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 20 2610903","36","$$$$",,"832","462","#462 of 1,048 places to eat in Nairobi","4","2","1","0","4","6","3.0688347816467285","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d4263016-Reviews-Rudis_Al_fresco-Nairobi.html","http://www.hotelrudi.com/rudis-dining/"
"Elite Regency - East ChurchRoad Off Rhapta Road, Nairobi Kenya","Nairobi","Kenya",,,"Elite Regency - East ChurchRoad","Off Rhapta Road",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,,,,,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"21138652",,"false","false","-1.26595",,"","Nairobi","36.7883","Breakfast","Lunch","Dinner",,,,,"Soul Vegetarian Catering & Bakery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","Closed Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 742 654810","0",,,"832","457","#457 of 1,048 places to eat in Nairobi","5","0","0","0","0","2","3.0697402954101562",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294207-d21138652-Reviews-Soul_Vegetarian_Catering_Bakery-Nairobi.html","https://soulvegcateringandbakery.com/"
